# Data for line fit test
# intc = 3.3, slope = -2.58, yerr = 1.5
-12.0  37.60280426704428
-11.0  29.76173884478528
-10.0  31.27873456902511
-9.0  26.487370599462455
-8.0  26.5849451100516
-7.0  23.266738558106173
-6.0  18.456222316945748
-5.0  16.934243092994244
-4.0  12.858827491558396
-3.0  11.502169155654537
-2.0  9.460808086050811
-1.0  4.990126870673517
0.0  0.9933957381204546
1.0  1.721413598869357
2.0  -2.1648722220966694
3.0  -1.7864196565737887
4.0  -7.253384056236718
5.0  -10.718101686284417
6.0  -11.750388947644543
7.0  -13.97279589132084
8.0  -15.712213401904762
9.0  -20.561878161337884
10.0  -21.408608484082833
11.0  -24.990639772725984
12.0  -27.21498429157653
